1 0 3787
2 3787 6242
3 6242 8322
4 8322 10872
5 10872 14348
6 14348 16850
7 16850 19407
8 19407 39713
9 39713 48150
10 48150 52561
11 52561 57076
12 57076 61260
13 61260 62834
14 62834 67360
15 67360 68764
16 68764 69986
17 69986 71506
18 71506 78974
19 78974 81194
20 81194 99261
21 99261 108181
22 108181 113898
23 113898 117963
24 117963 121565
25 121565 123659
26 123659 140073
27 140073 144574
28 144574 145768
29 145768 147736
30 147736 149130
31 149130 157347
32 157347 162560
33 162560 169445
34 169445 171415
35 171415 179661
36 179661 187264
37 187264 195811
38 195811 200830
39 200830 207616
40 207616 222749
41 222749 230332
42 230332 235455
43 235455 236866
44 236866 238478
45 238478 240672
46 240672 242060
47 242060 242919
48 242919 249332
49 249332 251506
50 251506 259845
51 259845 264110
52 264110 266028
53 266028 271307
54 271307 276818
55 276818 285976
56 285976 290710
57 290710 300277
58 300277 304091
59 304091 305206
60 305206 306606
61 306606 315727
62 315727 316065
63 316065 317835
64 317835 318645
65 318645 320142
66 320142 332737
67 332737 340812
68 340812 344932
69 344932 349974
70 349974 354479
71 354479 363461
72 363461 365720
73 365720 371126
74 371126 374093
75 374093 377245
76 377245 378968
77 378968 387101
78 387101 390832
79 390832 405045
80 405045 408369
81 408369 412287
82 412287 416641
83 416641 428275
84 428275 429246
85 429246 437291
86 437291 443598
87 443598 444421
88 444421 450144
89 450144 465885
90 465885 466842
91 466842 472948
92 472948 473666
93 473666 478968
94 478968 487071
95 487071 488553
96 488553 492957
97 492957 493699
98 493699 502653
99 502653 504054
100 504054 506036
101 506036 507624
102 507624 510211
103 510211 512245
104 512245 516024
105 516024 516993
106 516993 518227
107 518227 520180
108 520180 521645
109 521645 525483
110 525483 531228
111 531228 533495
112 533495 536424
113 536424 537955
114 537955 543732
115 543732 546417
116 546417 547731
117 547731 549023
118 549023 550384
119 550384 558366
120 558366 560105
121 560105 562962
122 562962 564231
123 564231 565688
124 565688 570839
125 570839 573907
126 573907 575230
127 575230 578045
128 578045 579515
129 579515 580471
130 580471 583273
131 583273 584794
132 584794 585728
133 585728 588755
134 588755 590004
135 590004 598810
136 598810 601445
137 601445 603096
138 603096 605357
139 605357 607374
140 607374 613654
141 613654 615759
142 615759 617352
143 617352 620526
144 620526 624612
145 624612 627322
146 627322 630231
147 630231 631294
148 631294 632739
149 632739 638271
150 638271 639944
151 639944 643589
152 643589 645696
153 645696 651531
154 651531 658338
155 658338 659585
156 659585 661131
157 661131 661514
158 661514 663739
159 663739 665507
160 665507 668479
161 668479 669725
162 669725 671711
163 671711 672659
164 672659 674553
165 674553 677546
166 677546 684458
167 684458 687145
168 687145 688734
169 688734 690528
170 690528 692259
171 692259 693245
172 693245 702230
173 702230 707866
174 707866 713560
175 713560 719071
176 719071 725839
177 725839 727938
178 727938 747420
179 747420 755126
180 755126 756971
181 756971 758234
182 758234 761295
183 761295 763178
184 763178 765896
185 765896 770096
186 770096 771534
187 771534 772154
188 772154 778751
189 778751 781192
190 781192 783046
191 783046 786418
192 786418 788332
193 788332 802116
194 802116 802683
195 802683 804348
196 804348 807404
197 807404 809797
198 809797 812654
199 812654 831053
200 831053 833054
201 833054 836220
202 836220 838703
203 838703 846522
204 846522 849218
205 849218 851265
206 851265 857515
207 857515 861793
208 861793 866191
209 866191 870058
210 870058 876978
211 876978 880615
212 880615 883932
213 883932 888589
214 888589 893888
215 893888 898364
216 898364 901816
217 901816 905970
218 905970 907142
219 907142 915122
220 915122 919726
221 919726 924148
222 924148 928555
223 928555 932674
224 932674 938271
225 938271 946102
226 946102 948481
227 948481 950641
228 950641 953624
229 953624 956601
230 956601 961248
231 961248 966710
232 966710 969911
233 969911 974032
234 974032 979525
235 979525 984240
236 984240 989391
237 989391 991914
238 991914 994675
239 994675 997676
240 997676 1005971
241 1005971 1007232
242 1007232 1008035
243 1008035 1008271
244 1008271 1012452
245 1012452 1015829
246 1015829 1017406
247 1017406 1027388
248 1027388 1030489
249 1030489 1039277
250 1039277 1043273
251 1043273 1048551
252 1048551 1053516
253 1053516 1062133
254 1062133 1066963
255 1066963 1070916
256 1070916 1071470
257 1071470 1076189
258 1076189 1080616
259 1080616 1084463
260 1084463 1090321
261 1090321 1097571
262 1097571 1104073
263 1104073 1106679
264 1106679 1110072
265 1110072 1111072
266 1111072 1134016
267 1134016 1152630
268 1152630 1155246
269 1155246 1163756
270 1163756 1165435
271 1165435 1167862
272 1167862 1175031
273 1175031 1178403
274 1178403 1189450
275 1189450 1192358
276 1192358 1195902
277 1195902 1199157
278 1199157 1204026
279 1204026 1211324
280 1211324 1218260
281 1218260 1224485
282 1224485 1225592
283 1225592 1228410
284 1228410 1231889
285 1231889 1232968
286 1232968 1235438
287 1235438 1237024
288 1237024 1243401
289 1243401 1257059
290 1257059 1259189
291 1259189 1272175
292 1272175 1278678
293 1278678 1281589
294 1281589 1286654
295 1286654 1288650
296 1288650 1297728
297 1297728 1304325
298 1304325 1306838
299 1306838 1313317
300 1313317 1316484
301 1316484 1321684
302 1321684 1327275
303 1327275 1332000
304 1332000 1337562
305 1337562 1339466
306 1339466 1343374
307 1343374 1349480
308 1349480 1351969
309 1351969 1356430
310 1356430 1357428
311 1357428 1358243
312 1358243 1362442
313 1362442 1365138
314 1365138 1368123
315 1368123 1369402
316 1369402 1371374
317 1371374 1373719
318 1373719 1376482
319 1376482 1378813
320 1378813 1380131
321 1380131 1384857
322 1384857 1389464
323 1389464 1393068
324 1393068 1396225
325 1396225 1400356
326 1400356 1404886
327 1404886 1407686
328 1407686 1411534
329 1411534 1413869
330 1413869 1415635
331 1415635 1417959
332 1417959 1438484
333 1438484 1441821
334 1441821 1445930
335 1445930 1447874
336 1447874 1456633
337 1456633 1459336
338 1459336 1464678
339 1464678 1470052
340 1470052 1473766
341 1473766 1477961
342 1477961 1483918
343 1483918 1486972
344 1486972 1488735
345 1488735 1491381
346 1491381 1496438
347 1496438 1501252
348 1501252 1504589
349 1504589 1510034
350 1510034 1515550
351 1515550 1519853
352 1519853 1522416
353 1522416 1526853
354 1526853 1534278
355 1534278 1534488
356 1534488 1539244
357 1539244 1539439
358 1539439 1540366
359 1540366 1541184
360 1541184 1543443
361 1543443 1544405
362 1544405 1556567
363 1556567 1561027
364 1561027 1562933
365 1562933 1569846
366 1569846 1579852
367 1579852 1580993
368 1580993 1584398
369 1584398 1585825
370 1585825 1591216
371 1591216 1595907
372 1595907 1601473
373 1601473 1604954
374 1604954 1606714
375 1606714 1607520
376 1607520 1610124
377 1610124 1615318
378 1615318 1616657
379 1616657 1619970
380 1619970 1623314
381 1623314 1625220
382 1625220 1628521
383 1628521 1633658
384 1633658 1635814
385 1635814 1641670
386 1641670 1643996
387 1643996 1648237
